id,tipo,titulo,país,data_adicionado,ano_lancamento,classificacao,duracao,genero,aplicativo
s8226,Filmes,The Breadwinner,"Irlanda, Canadá, Luxemburgo, Estados Unidos, Reino Unido, Filipinas, Índia",2018-02-20,2017,13+,93 min,"Filmes infantis e familiares, dramas, filmes internacionais",Netflix
s8227,Filmes,The Break-Up,Estados Unidos,2019-07-16,2006,13+,107 min,"Comédias, dramas, filmes românticos",Netflix
s8228,Filmes,The Bridge, Nigéria ,2019-09-01,2017,14+,119 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s8229,Filmes,The Brothers Grimm,"Estados Unidos, República Tcheca, Reino Unido",2019-07-01,2005,13+,119 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8230,Filmes,The Bucket List,Estados Unidos,2019-10-01,2007,13+,97 min,"Comédias, Dramas",Netflix
s8231,Filmes,The Bulbul's Nest,Nao Declarado,2019-05-09,2013,Adultos,96 min,"Comédias, filmes internacionais",Netflix
s8232,Filmes,The Bund, Hong Kong ,2018-09-20,1983,14+,103 min,"Ação e aventura, dramas, filmes internacionais",Netflix
s8233,Filmes,The Bye Bye Man," Estados Unidos, China",2019-04-01,2017,13+,96 min,"Filmes de Terror, Thrillers",Netflix
s8234,Filmes,The Bygone,Estados Unidos,2020-03-23,2019,Adultos,106 min,"Filmes Independentes, Thrillers",Netflix
s8235,Filmes,The Cakemaker,"Israel, Alemanha",2018-12-04,2017,14+,109 min,"Dramas, filmes independentes, filmes internacionais",Netflix
s8236,Séries,The Calling,Índia,2019-04-01,2018,Adultos,1 Temporada,"Programas de TV internacionais, reality shows",Netflix
s8237,Filmes,The Captive, Canadá ,2018-07-20,2014,Restrito,112 min,"Dramas, Filmes de suspense",Netflix
s8238,Filmes,The Car,Estados Unidos,2020-06-01,1977,13+,96 min,"Filmes de culto, filmes de terror",Netflix
s8239,Filmes,The Carter Effect,Estados Unidos,2018-05-01,2017,Adultos,60 min,"Documentários, filmes de esportes ",Netflix
s8240,Filmes,The Case for Christ,Estados Unidos,2017-11-21,2017,7+,113 min,"Dramas, Fé e Espiritualidade",Netflix
s8241,Filmes,The Cell, Egito ,2019-06-13,2017,Adultos,126 min,"Ação e aventura, dramas, filmes internacionais",Netflix
s8242,Filmes,The CEO, Nigéria ,2019-09-01,2016,14+,109 min,"Dramas, filmes internacionais, thrillers",Netflix
s8243,Filmes,The Charnel House,Estados Unidos,2017-02-04,2016,Restrito,93 min,"Filmes de Terror, Thrillers",Netflix
s8244,Séries,The Chefs' Line, Austrália ,2019-08-01,2017,14+,1 Temporada,"Programas de TV internacionais, reality shows",Netflix
s8245,Filmes,The Chord, Egito ,2019-06-20,2010,Adultos,101 min,"Dramas, filmes internacionais, música e musicais",Netflix
s8246,Filmes,The Chosen,"Espanha, México",2017-04-14,2016,14+,111 min,"Dramas, filmes internacionais, thrillers",Netflix
s8247,Filmes,The Chosen Ones,"México, França",2016-05-08,2015,Adultos,107 min,"Dramas, filmes independentes, filmes internacionais",Netflix
s8248,Filmes,The Christmas Candle,"Reino Unido, Estados Unidos ",2019-11-01,2013,13+,100 min,"Dramas, Fé e Espiritualidade",Netflix
s8249,Filmes,The Christmas Project,Estados Unidos,2019-03-01,2016,7+,92 min,"Filmes infantis e familiares, comédias",Netflix
s8250,Filmes,The Cincinnati Kid,Estados Unidos,2019-11-01,1965,14+,103 min,"Filmes clássicos, dramas",Netflix
s8251,Séries,The Code,Reino Unido ,2018-02-01,2011,7+,1 Temporada,"Programas de TV britânicos, Docuseries, programas de TV internacionais",Netflix
s8252,Filmes,The Company Men,Estados Unidos,2018-07-28,2010,Restrito,105 min,"Dramas, filmes independentes",Netflix
s8253,Filmes,The Competition,Estados Unidos,2019-07-23,2018,14+,103 min," Comédias, Filmes Românticos ",Netflix
s8254,Filmes,The Confirmation, Canadá ,2019-02-06,2016,13+,101 min,"Comédias, dramas, filmes independentes",Netflix
s8255,Filmes,The Congress,"Israel, Alemanha, Polônia, Luxemburgo, Bélgica, França, Estados Unidos",2019-08-23,2013,Adultos,123 min,"Dramas, International Movies, Sci-Fi & Fantasy",Netflix
s8256,Filmes,The Consul's Son, Egito ,2019-04-25,2011,14+,114 min,"Comédias, filmes internacionais, suspense",Netflix
s8257,Filmes,The Craft,Estados Unidos,2020-01-01,1996,Restrito,101 min,"Filmes de Terror, Thrillers",Netflix
s8258,Séries,The Cravings, Coreia do Sul ,2017-04-20,2016,14+,2 Temporadas,"Programas de TV internacionais, programas de TV coreanos, comédias de TV",Netflix
s8259,Filmes,The Croods,Estados Unidos,2019-07-29,2013,13+,99 min,"Filmes infantis e familiares, comédias",Netflix
s8260,Filmes,The Crow,Estados Unidos,2019-01-01,1994,Restrito,102 min,"Ação e aventura, filmes de culto, ficção científica e fantasia",Netflix
s8261,Filmes,The Cruise, Polônia ,2019-10-01,1970,7+,66 min,"Comédias, filmes de culto, filmes internacionais",Netflix
s8262,Filmes,The Crying Game,"Reino Unido, Japão, Estados Unidos",2020-01-01,1992,Restrito,112 min,"Filmes clássicos, filmes independentes, suspense",Netflix
s8263,Séries,The Curse of Oak Island,Estados Unidos,2019-09-15,2016,7+,1 Temporada,"Docuseries, Science & Nature TV ",Netflix
s8264,Filmes,The D Train,"Reino Unido, Estados Unidos ",2017-04-02,2015,Restrito,101 min,Comédias,Netflix
s8265,Filmes,The Damned Rain,Índia,2018-01-01,2009,14+,99 min,"Dramas, Filmes Internacionais ",Netflix
s8266,Filmes,The Dancer,Indonesia,2018-12-08,2011,Adultos,105 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s8267,Filmes,The Dark Crystal," Estados Unidos, Reino Unido",2019-05-01,1982,13+,93 min,Crianças e Filmes de Família,Netflix
s8268,Filmes,The Dark Side of Life: Mumbai City,Índia,2019-12-31,2018,Adultos,121 min,"Dramas, Filmes Internacionais ",Netflix
s8269,Filmes,The Darkest Dawn,Reino Unido ,2018-06-23,2016,Adultos,75 min,"Ação e aventura, filmes independentes, filmes internacionais",Netflix
s8270,Filmes,The Daughter, Austrália ,2017-04-26,2015,Adultos,95 min,Dramas ,Netflix
s8271,Filmes,The Dawn Wall,"Áustria, Estados Unidos",2019-03-04,2017,Adultos,100 min,"Documentários, filmes de esportes ",Netflix
s8272,Séries,The Day My Butt Went Psycho!,"Canadá, Austrália",2015-06-30,2015,7+,2 Temporadas,"TV infantil, comédias de TV",Netflix
s8273,Filmes,The Departed,"Estados Unidos, Hong Kong",2021-01-01,2006,Restrito,151 min,"Dramas, Filmes de suspense",Netflix
s8274,Filmes,The Desert Bride," Argentina, Chile ",2018-11-08,2017,14+,78 min,"Dramas, Filmes Internacionais ",Netflix
s8275,Filmes,The Detained,Estados Unidos,2019-02-15,2017,14+,85 min,"Filmes de Terror, Thrillers",Netflix
s8276,Filmes,The Devil and Father Amorth," Itália, Estados Unidos",2018-07-23,2017,7+,69 min,"Series Documentarios, Filmes de Horror",Netflix
s8277,Filmes,The Devil Inside,Estados Unidos,2019-11-20,2012,Restrito,84 min,"Filmes de Terror, Thrillers",Netflix
s8278,Séries,The Devil Is a Part-Timer!, Japão,2019-04-01,2013,14+,1 Temporada,séries de anime,Netflix
s8279,Filmes,The Devil We Know,Estados Unidos,2019-01-15,2018,14+,88 min,Documentarios,Netflix
s8280,Filmes,The Diabolical,Estados Unidos,2018-08-01,2015,Adultos,86 min,"Filmes de terror, ficção científica e fantasia, suspense",Netflix
s8281,Filmes,The Dreamer,Indonesia,2018-10-04,2009,7+,121 min,"Dramas, Filmes Internacionais ",Netflix
s8282,Filmes,The Drowning,"Estados Unidos, Hong Kong",2017-09-01,2016,Adultos,99 min,Filmes de suspense,Netflix
s8283,Séries,The Drunk and on Drugs Happy Funtime Hour, Canadá ,2018-08-24,2011,Adultos,1 Temporada,"Programas de TV internacionais, comédias de TV",Netflix
s8284,Filmes,The Duel,Estados Unidos,2019-06-02,2016,Restrito,110 min,Dramas ,Netflix
s8285,Filmes,The Dukes of Hazzard,Estados Unidos,2020-01-01,2005,13+,104 min,"Ação e aventura, comédias ",Netflix
s8286,Filmes,The Dukes of Hazzard: The Beginning,Estados Unidos,2020-01-01,2007,Restrito,95 min,"Ação e aventura, comédias ",Netflix
s8287,Filmes,The Eichmann Show,"Reino Unido, Lituânia",2017-08-31,2015,Adultos,96 min,"Dramas, Filmes Internacionais ",Netflix
s8288,Séries,The Eighties,Estados Unidos,2018-09-30,2016,7+,1 Temporada, Docuseries,Netflix
s8289,Filmes,The End of the Tour,Estados Unidos,2018-07-26,2015,Restrito,106 min,"Dramas, filmes independentes",Netflix
s8290,Filmes,The Endless,Estados Unidos,2018-09-19,2017,Adultos,112 min,"Filmes independentes, ficção científica e fantasia, suspense",Netflix
s8291,Filmes,The Evil Dead,Estados Unidos,2020-01-10,1981,Adultos,85 min,"Filmes clássicos, filmes cult, filmes de terror",Netflix
s8292,Filmes,The Exception,"Reino Unido, Estados Unidos ",2019-07-26,2016,Restrito,107 min,"SériesInternacionais, Dramas e Misterios",Netflix
s8293,Filmes,The Eyes of My Mother,Estados Unidos,2017-04-06,2016,Restrito,76 min,"Filmes de terror, filmes independentes",Netflix
s8294,Séries,The Fear,Reino Unido ,2017-03-31,2012,Adultos,1 Temporada,"Programas de TV britânicos, programas de TV, dramas de TV",Netflix
s8295,Filmes,The Fear of 13,Reino Unido ,2016-06-01,2015,Adultos,95 min,"Documentários, Filmes Internacionais",Netflix
s8296,Filmes,The Feels,Estados Unidos,2018-07-01,2018,Adultos,88 min,"Comédias, filmes independentes, filmes LGBTQ",Netflix
s8297,Filmes,The Fighter,Estados Unidos,2019-01-13,2010,Restrito,116 min,"Dramas, filmes de esportes",Netflix
s8298,Filmes,The Figurine (Araromire), Nigéria ,2019-10-01,2009,14+,121 min,"Filmes de terror, filmes internacionais, suspense",Netflix
s8299,Filmes,The Final Destination,Estados Unidos,2020-01-01,2009,Restrito,82 min,filmes de terror,Netflix
s8300,Filmes,The First Line,"Estados Unidos, Grécia, Reino Unido",2016-09-20,2014,14+,87 min,"Dramas, filmes independentes",Netflix
s8301,Filmes,The First Temptation of Christ, Brasil ,2019-12-03,2019,Adultos,46 min,"Comédias, filmes internacionais",Netflix
s8302,Filmes,The First Wives Club,Estados Unidos,2019-11-20,1996,13+,103 min,Comédias,Netflix
s8303,Séries,The Five,Reino Unido ,2017-09-15,2016,Adultos,1 Temporada,"Programas de TV britânicos, programas de TV, dramas de TV",Netflix
s8304,Filmes,The Five Venoms, Hong Kong ,2018-07-31,1978,Restrito,97 min,"Ação e aventura, filmes de culto, filmes internacionais",Netflix
s8305,Filmes,The Flintstones,Estados Unidos,2019-10-01,1994,13+,91 min,"Filmes infantis e familiares, comédias",Netflix
s8306,Filmes,The Flintstones in Viva Rock Vegas,Estados Unidos,2019-10-01,2000,13+,91 min,"Filmes infantis e familiares, comédias, filmes românticos",Netflix
s8307,Filmes,The Flying Guillotine, Hong Kong ,2018-07-28,1975,Adultos,101 min,"Ação e aventura, dramas, filmes internacionais",Netflix
s8308,Filmes,The Forbidden Kingdom," Estados Unidos, China",2019-07-01,2008,13+,104 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8309,Filmes,The Force,Estados Unidos,2018-01-29,2017,Adultos,92 min,Documentarios,Netflix
s8310,Filmes,The Foreigner,"Reino Unido, China, Estados Unidos, Índia",2020-02-14,2017,Restrito,113 min,"Ação e aventura, filmes internacionais",Netflix
s8311,Filmes,The Forgotten,Reino Unido ,2017-09-11,2014,Adultos,89 min,filmes de terror,Netflix
s8312,Séries,The Fosters,Estados Unidos,2017-10-05,2017,14+,5 Temporadas,dramas de TV,Netflix
s8313,Filmes,The Founder,"Estados Unidos, Grécia",2020-08-21,2016,13+,115 min,Dramas ,Netflix
s8314,Filmes,The Free Man,Nova Zelândia,2017-10-01,2016,7+,84 min,"Documentários, filmes de esportes ",Netflix
s8315,Filmes,The Frozen Ground,Estados Unidos,2020-08-27,2013,Restrito,106 min,"Dramas, Filmes de suspense",Netflix
s8316,Séries,The Furchester Hotel,"Reino Unido, Estados Unidos ",2017-02-01,2015,Infantil,2 Temporadas,"Programas de TV britânicos, TV infantil",Netflix
s8317,Séries,The Future of Water, Noruega,2016-07-01,2007,7+,1 Temporada,"Docuseries, programas de TV internacionais, TV da ciência e da natureza",Netflix
s8318,Filmes,The Gathering,Indonesia,2018-12-08,2003,14+,124 min,"Comédias, dramas, filmes internacionais",Netflix
s8319,Filmes,The Gentleman Driver,Estados Unidos,2019-01-31,2018,Adultos,83 min,"Documentários, filmes de esportes ",Netflix
s8320,Filmes,The Ghost Who Walks,Estados Unidos,2020-04-07,2019,Adultos,107 min,"Dramas, filmes independentes, thrillers",Netflix
s8321,Filmes,The Girl with the Dragon Tattoo,"Estados Unidos, Suécia, Noruega",2021-01-05,2011,Restrito,158 min,"Dramas, Filmes de suspense",Netflix
s8322,Séries,The Golden Years with Javed Akhtar,Índia,2017-06-01,2016,Livre,1 Temporada,"Docuseries, programas de TV internacionais",Netflix
s8323,Filmes,The Golem,Israel ,2019-06-26,2018,Adultos,95 min,"Filmes de terror, filmes independentes, filmes internacionais",Netflix
s8324,Filmes,The Good Catholic,Estados Unidos,2018-01-24,2017,13+,97 min,"Comédias, dramas, filmes românticos",Netflix
s8325,Filmes,The Good Neighbor,Estados Unidos,2016-12-05,2016,Adultos,97 min,"Dramas, filmes independentes, thrillers",Netflix
s8326,Filmes,"The Goods: Live Hard, Sell Hard",Estados Unidos,2019-11-20,2009,Restrito,89 min,Comédias,Netflix
s8327,Filmes,The Gospel of John,"Reino Unido, Estados Unidos, Marrocos",2018-10-20,2014,14+,161 min,"Dramas, Fé e Espiritualidade",Netflix
s8328,Filmes,The Gospel of Luke,"Estados Unidos, Reino Unido, Marrocos",2018-10-19,2015,14+,205 min,"Dramas, Fé e Espiritualidade",Netflix
s8329,Filmes,The Gospel of Mark,Nao Declarado,2018-10-19,2015,14+,123 min,"Dramas, Fé e Espiritualidade",Netflix
s8330,Filmes,The Gospel of Matthew,Nao Declarado,2018-10-19,2014,14+,190 min,"Dramas, Fé e Espiritualidade",Netflix
s8331,Filmes,The Great Battle, Coreia do Sul ,2019-04-08,2018,Adultos,136 min,"Ação e aventura, dramas, filmes internacionais",Netflix
s8332,Séries,The Great British Baking Show: Masterclass,Reino Unido ,2018-12-01,2018,7+,4 Temporadas,"Programas de TV britânicos, Reality TV",Netflix
s8333,Filmes,The Great Gambler,Índia,2019-12-31,1979,14+,161 min,"Ação e aventura, filmes clássicos, filmes de culto",Netflix
s8334,Filmes,The Great Raid,"Estados Unidos, Austrália",2019-11-01,2005,Restrito,133 min,"Ação & Aventura, Dramas",Netflix
s8335,Séries,The Great Train Robbery,Reino Unido ,2017-03-31,2013,Adultos,1 Temporada,"Programas de TV britânicos, programas de TV policiais, programas de TV internacionais",Netflix
s8336,Filmes,The Green Hornet,Estados Unidos,2020-04-18,2011,13+,119 min,"Ação e aventura, comédias ",Netflix
s8337,Séries,The Guild,Estados Unidos,2019-03-02,2013,Adultos,1 Temporada,TV Comédias,Netflix
s8338,Filmes,The Hatred,Estados Unidos,2017-12-11,2017,Restrito,94 min,filmes de terror,Netflix
s8339,Filmes,The Haunting of Molly Hartley,Estados Unidos,2018-10-04,2008,13+,85 min,"Filmes de Terror, Thrillers",Netflix
s8340,Filmes,The Healer,"Espanha, Canadá, Estados Unidos",2020-06-01,2017,14+,108 min,"Filmes infantis e familiares, dramas, fé e espiritualidade",Netflix
s8341,Filmes,The Heat: A Kitchen (R)evolution, Canadá ,2019-05-07,2018,Adultos,71 min,Documentarios,Netflix
s8342,Filmes,The Help,Estados Unidos,2020-06-01,2011,13+,147 min,Dramas ,Netflix
s8343,Filmes,The Heretics, Canadá ,2019-09-04,2017,Adultos,88 min,filmes de terror,Netflix
s8344,Filmes,The Heroes of Evil, Espanha,2016-06-01,2015,Adultos,99 min,"Dramas, Filmes Internacionais ",Netflix
s8345,Filmes,The Heyday of the Insensitive Bastards,Estados Unidos,2018-02-26,2017,Adultos,96 min,"Dramas, filmes independentes",Netflix
s8346,Filmes,The Hollow Point,Estados Unidos,2017-03-16,2016,Restrito,97 min,Ação e Aventura ,Netflix
s8347,Filmes,The Holy Man,Tailândia,2018-07-25,2005,14+,92 min,"Comédias, fé e espiritualidade, filmes internacionais",Netflix
s8348,Séries,The Homecoming,Nao Declarado,2017-06-02,2015,7+,1 Temporada,"Programas de TV internacionais, programas de TV coreanos, reality shows",Netflix
s8349,Filmes,The House on Coco Road,Estados Unidos,2017-06-30,2016,14+,79 min,Documentarios,Netflix
s8350,Séries,The House That Made Me,Índia,2017-03-31,2015,7+,3 Temporadas,"Programas de TV internacionais, reality shows",Netflix
s8351,Filmes,The Human Factor: The Untold Story of the Bombay Film Orchestras,Índia,2017-04-01,2013,7+,53 min,"Documentários, filmes internacionais, música e musicais",Netflix
s8352,Filmes,The Humanity Bureau, Canadá ,2018-12-18,2017,Restrito,94 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8353,Filmes,The Hundred-Foot Journey,"Estados Unidos, Índia, Emirados Árabes Unidos",2019-01-31,2014,13+,123 min,"Comédias, Dramas",Netflix
s8354,Séries,The Hunt,Reino Unido ,2017-05-14,2015,7+,1 Temporada,"Programas de TV britânicos, Docuseries, Science & Nature TV",Netflix
s8355,Filmes,The Hurricane Heist,"Reino Unido, Estados Unidos ",2018-09-26,2018,13+,103 min,Ação e Aventura ,Netflix
s8356,Filmes,The Hurt Business,Estados Unidos,2017-02-01,2016,13+,111 min,"Documentários, filmes de esportes ",Netflix
s8357,Filmes,The Imaginarium of Doctor Parnassus,"Reino Unido, Canadá, França, Estados Unidos",2019-03-08,2009,13+,123 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8358,Séries,The Inbetweeners,Reino Unido ,2018-01-01,2010,Adultos,3 Temporadas,"Programas de TV britânicos, comédias de TV",Netflix
s8359,Filmes,The Incident, México ,2017-06-19,2014,Adultos,100 min,"Filmes internacionais, ficção científica e fantasia, suspense",Netflix
s8360,Filmes,The Incredible Story of the Giant Pear, Dinamarca ,2019-03-01,2018,Livre,75 min,Crianças e Filmes de Família,Netflix
s8361,Filmes,The Incredibles 2,Estados Unidos,2019-01-30,2018,13+,118 min,"Filmes infantis e familiares, comédias",Netflix
s8362,Filmes,The Indian in the Cupboard,Estados Unidos,2020-11-01,1995,13+,96 min,"Filmes infantis e familiares, dramas",Netflix
s8363,Filmes,The Informant!,Estados Unidos,2018-08-01,2009,Restrito,108 min,"Comédias, Dramas",Netflix
s8364,Filmes,The Intent,Reino Unido ,2017-05-15,2016,Adultos,99 min,"Dramas, filmes internacionais, thrillers",Netflix
s8365,Filmes,The Intent 2: The Come Up,Reino Unido ,2019-02-21,2018,Adultos,103 min,"Dramas, Filmes Internacionais ",Netflix
s8366,Filmes,The Invention of Lying,Estados Unidos,2020-01-01,2009,13+,99 min," Comédias, Filmes Românticos ",Netflix
s8367,Séries,The Investigator: A British Crime Story,Reino Unido ,2020-03-05,2018,Adultos,2 Temporadas,"Programas de TV britânicos, programas de TV sobre crimes, documentários",Netflix
s8368,Filmes,The Invitation,Estados Unidos,2016-07-08,2015,Adultos,100 min,"Filmes de terror, filmes independentes, suspense",Netflix
s8369,Séries,The Irish Mob,Nao Declarado,2016-12-01,2008,Adultos,1 Temporada,"Programas de TV policiais, documentários",Netflix
s8370,Filmes,The Iron Lady,"Reino Unido, França",2019-07-07,2011,13+,105 min,"Dramas, Filmes Internacionais ",Netflix
s8371,Filmes,The Jack King Affair, França ,2018-01-02,2015,14+,52 min,"Documentários, Filmes Internacionais",Netflix
s8372,Séries,The Jaime Maussan Show,Estados Unidos,2017-12-01,2010,7+,1 Temporada,"Docuseries, programas de TV internacionais, programas de TV em espanhol",Netflix
s8373,Filmes,The Jane Austen Book Club,Estados Unidos,2019-03-08,2007,13+,106 min,"Comédias, dramas, filmes românticos",Netflix
s8374,Séries,The Jungle Book,"Índia, Alemanha, França",2019-05-11,2010,7+,1 Temporada,"Reality Show, programas de TV para adolescentes",Netflix
s8375,Filmes,The Jungle School,Indonesia,2018-10-30,2013,7+,90 min,"Dramas, Filmes Internacionais ",Netflix
s8376,Filmes,The Keeping Hours,Estados Unidos,2018-09-01,2017,13+,95 min,"Dramas, Filmes de suspense",Netflix
s8377,Séries,The Kindness Diaries,Nao Declarado,2019-05-01,2019,7+,1 Temporada,reality show,Netflix
s8378,Filmes,The King's Speech,"Reino Unido, Estados Unidos, Austrália",2018-06-02,2010,Restrito,118 min,"Dramas, Filmes Internacionais ",Netflix
s8379,Séries,The L Word,"Canadá, Estados Unidos ",2018-03-20,2009,Adultos,6 Temporadas,"Programas de TV românticos, dramas de TV",Netflix
s8380,Séries,The Lady in Dignity, Coreia do Sul ,2018-01-30,2017,Adultos,1 Temporada,"Programas de TV internacionais, programas de TV coreanos, dramas de TV",Netflix
s8381,Filmes,The Lake House,Estados Unidos,2019-09-01,2006,13+,98 min,"Dramas, filmes românticos, ficção científica e fantasia",Netflix
s8382,Filmes,The Lamb,Estados Unidos,2018-06-04,2017,13+,86 min,"Filmes infantis e familiares, fé e espiritualidade",Netflix
s8383,Filmes,The Land of the Enlightened,"Bélgica, Irlanda, Holanda, Alemanha, Afeganistão, Índia, Alemanha, França",2017-01-01,2016,Adultos,84 min,"Documentários, Filmes Internacionais",Netflix
s8384,Filmes,The Last Days of Chez Nous, Austrália ,2016-11-01,1992,Restrito,93 min,"Filmes clássicos, dramas",Netflix
s8385,Filmes,The Last Exorcism,"França, Estados Unidos ",2019-09-01,2010,13+,88 min,"Filmes de terror, filmes independentes, suspense",Netflix
s8386,Filmes,The Last Face,Estados Unidos,2020-01-13,2016,Restrito,131 min,Dramas ,Netflix
s8387,Filmes,The Last Hangover, Brasil ,2018-12-21,2018,Adultos,44 min,"Comédias, filmes internacionais",Netflix
s8388,Filmes,The Last Man on the Moon,Reino Unido ,2016-05-26,2014,7+,96 min,Documentarios,Netflix
s8389,Filmes,The Last Resort,Estados Unidos,2019-04-21,2018,14+,70 min,Documentarios,Netflix
s8390,Filmes,The Last Whistle,Estados Unidos,2019-10-26,2019,13+,88 min,"Dramas, filmes de esportes",Netflix
s8391,Filmes,The Legend of 420,Estados Unidos,2017-12-01,2017,Adultos,87 min,Documentarios,Netflix
s8392,Filmes,The Legend of Michael Mishra,Índia,2019-04-01,2016,14+,118 min,"Comédias, dramas, filmes internacionais",Netflix
s8393,Séries,The Liar,Nao Declarado,2017-10-21,2013,14+,1 Temporada,"Programas de TV policiais, programas de TV internacionais, dramas de TV",Netflix
s8394,Filmes,The Little Hours,"Canadá, Estados Unidos ",2018-12-23,2017,Restrito,89 min,"Comédias, filmes independentes",Netflix
s8395,Filmes,The Little Mermaid,Estados Unidos,2018-12-01,2018,13+,85 min,"Filmes infantis e familiares, dramas",Netflix
s8396,Filmes,The Little Prince,"França, Canadá, Itália, Estados Unidos, China",2020-11-06,2015,13+,107 min,Crianças e Filmes de Família,Netflix
s8397,Filmes,The Lives of Others, Alemanha,2019-03-15,2006,Restrito,138 min,"Dramas, filmes internacionais, thrillers",Netflix
s8398,Séries,The Lizzie Borden Chronicles,Estados Unidos,2016-02-01,2015,14+,1 Temporada,"Programas de TV policiais, dramas, thrillers de TV",Netflix
s8399,Filmes,The Lobster,"Irlanda, Reino Unido, Grécia, França, Holanda",2018-12-02,2015,Restrito,119 min,"Comédias, filmes internacionais, filmes românticos",Netflix
s8400,Filmes,The Lodgers, Irlanda,2018-08-23,2017,Restrito,93 min,"Filmes de Terror, Filmes Internacionais",Netflix
s8401,Filmes,The Long Goodbye: The Kara Tippetts Story,Estados Unidos,2019-06-23,2019,7+,87 min,"Documentários, Fé & Espiritualidade",Netflix
s8402,Filmes,The Longest Yard,Estados Unidos,2019-11-20,1974,Restrito,121 min,"Filmes clássicos, comédias, filmes de esportes",Netflix
s8403,Filmes,The Longshots,Estados Unidos,2019-01-30,2008,13+,95 min,"Comédias, dramas, filmes de esportes",Netflix
s8404,Filmes,The Look of Silence,"Dinamarca, Indonésia, Finlândia, Noruega, Reino Unido, Israel, França, Estados Unidos, Alemanha, Holanda",2016-02-26,2014,13+,103 min,"Documentários, Filmes Internacionais",Netflix
s8405,Filmes,The Lord of the Rings: The Return of the King,"Nova Zelândia, Estados Unidos",2020-01-01,2003,13+,201 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8406,Filmes,The Lord of the Rings: The Two Towers,"Nova Zelândia, Estados Unidos",2020-01-01,2002,13+,179 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8407,Filmes,The Love Guru,"Reino Unido, Alemanha, Estados Unidos",2019-11-20,2008,13+,87 min,"Comédias, Filmes de Esportes",Netflix
s8408,Filmes,The Lovers and the Despot,Reino Unido ,2017-02-23,2016,14+,98 min,"Documentários, Filmes Internacionais",Netflix
s8409,Filmes,The lynx, Polônia ,2019-10-01,1982,14+,82 min,"Dramas, Filmes Internacionais ",Netflix
s8410,Filmes,The Mad Monk, Hong Kong ,2018-08-16,1993,14+,85 min,"Comédias, filmes internacionais, ficção científica e fantasia",Netflix
s8411,Filmes,The Magic Pill,"Estados Unidos, Austrália, África do Sul, Reino Unido",2018-04-24,2017,7+,90 min,Documentarios,Netflix
s8412,Séries,The Making of Frozen Planet,"Reino Unido, Estados Unidos, Espanha, Alemanha, Grécia, Canadá",2016-01-28,2012,7+,1 Temporada,"Programas de TV britânicos, Docuseries, Science & Nature TV",Netflix
s8413,Filmes,The Man Who Would Be Polka King,Estados Unidos,2018-01-12,2009,14+,68 min,"Documentários, música e musicais",Netflix
s8414,Filmes,The Mask of Zorro,"Estados Unidos, Alemanha, México",2020-01-01,1998,13+,138 min,"Ação e aventura, filmes românticos",Netflix
s8415,Filmes,The Matrix,Estados Unidos,2019-11-01,1999,Restrito,136 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8416,Filmes,The Matrix Reloaded,Estados Unidos,2019-11-01,2003,Restrito,138 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8417,Filmes,The Matrix Revolutions,Estados Unidos,2019-11-01,2003,Restrito,129 min,"Ação e aventura, ficção científica e fantasia",Netflix
s8418,Filmes,The Mayo Clinic,Estados Unidos,2019-04-19,2018,14+,116 min,Documentarios,Netflix
s8419,Filmes,The Mayor, Coreia do Sul ,2017-09-30,2017,Adultos,130 min,"Dramas, Filmes Internacionais ",Netflix
s8421,Filmes,The Men Who Stare at Goats," Estados Unidos, Reino Unido",2019-06-04,2009,Restrito,94 min,Comédias,Netflix
s8422,Séries,The Messengers,Estados Unidos,2016-04-17,2015,14+,1 Temporada,"Dramas da TV, mistérios da TV, ficção científica e fantasia da TV",Netflix
s8423,Séries,The Mind of a Chef,Estados Unidos,2017-11-01,2016,7+,5 Temporadas, Docuseries,Netflix
s8424,Séries,The Minimighty Kids, França ,2018-04-15,2012,Livre,2 Temporadas,"TV infantil, comédias de TV",Netflix
s8425,Séries,The Ministry of Time, Espanha,2018-01-28,2017,Adultos,3 Temporadas,"Programas de TV internacionais, programas de TV em espanhol, ação e aventura na TV",Netflix
s8426,Filmes,The Model, Dinamarca ,2016-12-06,2016,Adultos,104 min,"Dramas, filmes independentes, filmes internacionais",Netflix
s8427,Filmes,The Monster,"Estados Unidos, Canadá ",2019-01-09,2016,Restrito,91 min,"Filmes de terror, filmes independentes",Netflix
s8428,Filmes,The Monster of Mangatiti,Nova Zelândia,2015-12-15,2015,Adultos,70 min,Dramas ,Netflix
s8429,Séries,The Mortified Guide,Estados Unidos,2018-02-14,2018,Adultos,1 Temporada, Docuseries,Netflix
s8430,Séries,The Most Beautiful Hands of Delhi, Suécia ,2017-07-20,2017,Adultos,1 Temporada,"Programas de TV internacionais, comédias de TV, dramas de TV",Netflix
